source_id,target_id,edge_type,timestamp,weight
ACC_0138,ACC_0639,TRANSACTED_WITH,2023-06-25T23:43:23Z,2354725.79
ACC_0253,ACC_0296,TRANSACTED_WITH,2025-10-17T01:10:23Z,591187.8
PH_0396,PH_0926,CALLED,2024-02-28T09:15:36Z,2703
ACC_1161,ACC_1148,TRANSACTED_WITH,2024-10-26T15:58:24Z,1758601.14
PH_0114,PH_0751,CALLED,2023-11-13T18:18:38Z,3341
PH_1160,PH_0007,CALLED,2025-06-08T23:06:56Z,2546
ACC_0726,ACC_0573,TRANSACTED_WITH,2026-06-24T08:10:48Z,1803336.15
PER_0511,PH_1190,OWNS,,
ACC_0958,ACC_0086,TRANSACTED_WITH,2025-07-04T00:29:35Z,491818.53
PH_0622,PH_1090,CALLED,2025-09-18T23:20:54Z,1323
ACC_0470,ACC_0693,TRANSACTED_WITH,2025-01-15T07:13:32Z,1649848.48
PH_0239,PH_0032,CALLED,2023-05-24T03:56:56Z,1176
PH_0571,PH_0930,CALLED,2026-05-10T17:15:09Z,3299
PH_0862,PH_0041,CALLED,2023-09-01T06:37:14Z,268
PH_0102,PH_1346,CALLED,2023-07-17T17:48:28Z,2355
PER_0944,LOC_0143,ASSOCIATED_WITH,,
PER_0316,ORG_0098,ASSOCIATED_WITH,,
PER_0149,PH_0736,OWNS,,
PH_0930,PH_0591,CALLED,2025-05-25T23:38:24Z,2079
PER_0172,ACC_0403,OWNS,,
CASE_0026,PER_0118,PARTICIPATED_IN,,
ACC_0803,ACC_0398,TRANSACTED_WITH,2026-02-22T06:02:25Z,1574176.39
PER_0975,ACC_1177,OWNS,,
PER_0432,LOC_0106,ASSOCIATED_WITH,,
PH_0427,PH_0012,CALLED,2023-03-15T11:45:46Z,539
PER_0390,ORG_0115,ASSOCIATED_WITH,,
PH_0693,PH_0557,CALLED,2023-10-13T10:28:39Z,18
ACC_0595,ACC_1012,TRANSACTED_WITH,2025-12-08T07:39:50Z,1047100.82
CASE_0034,PER_0448,PARTICIPATED_IN,,
PH_0651,PH_1188,CALLED,2026-06-02T03:26:16Z,350
ACC_0162,ACC_1102,TRANSACTED_WITH,2024-03-14T23:17:30Z,1796561.62
PER_0833,ACC_0529,OWNS,,
PH_0494,PH_1155,CALLED,2023-12-26T12:39:03Z,116
PH_1230,PH_1341,CALLED,2024-10-24T17:48:07Z,3400
PH_0541,PH_0225,CALLED,2024-01-08T12:41:37Z,2676
PER_0767,ORG_0035,ASSOCIATED_WITH,,
PER_0765,PH_0044,OWNS,,
PER_0525,ACC_0917,OWNS,,
PER_0671,VEH_0663,OWNS,,
PH_0077,PH_0578,CALLED,2023-07-22T18:23:57Z,1105
PER_0816,LOC_0142,ASSOCIATED_WITH,,
ACC_0959,ACC_0683,TRANSACTED_WITH,2024-03-22T03:07:09Z,772820.28
ACC_1108,ACC_0371,TRANSACTED_WITH,2024-06-17T08:10:53Z,1798307.65
PER_0362,ACC_1029,OWNS,,
PH_0439,PH_0654,CALLED,2023-09-19T03:38:34Z,2245
ACC_1154,ACC_0824,TRANSACTED_WITH,2025-10-09T18:23:36Z,1122591.42
PH_0522,PH_1040,CALLED,2023-09-12T00:28:11Z,2186
PER_0568,LOC_0032,ASSOCIATED_WITH,,
PH_0768,PH_0368,CALLED,2023-12-19T20:35:24Z,477
PH_0681,PH_0771,CALLED,2023-08-21T12:04:09Z,1302
ACC_0649,ACC_0668,TRANSACTED_WITH,2024-12-23T11:37:12Z,1699435.61
PER_0729,LOC_0056,ASSOCIATED_WITH,,
ACC_0824,ACC_0087,TRANSACTED_WITH,2025-04-24T05:28:46Z,655051.38
ACC_0902,ACC_0470,TRANSACTED_WITH,2024-05-25T12:45:10Z,85265.9
PH_0324,PH_0525,CALLED,2023-08-06T22:14:12Z,1593
PER_0551,LOC_0070,ASSOCIATED_WITH,,
PER_0661,ORG_0106,ASSOCIATED_WITH,,
PER_0248,VEH_0541,OWNS,,
PER_0314,PH_0243,OWNS,,
CASE_0193,PER_0182,PARTICIPATED_IN,,
PER_0343,PH_0532,OWNS,,
CASE_0221,PER_0917,PARTICIPATED_IN,,
PH_0200,PH_0695,CALLED,2024-02-08T06:14:00Z,3001
CASE_0199,PER_0626,PARTICIPATED_IN,,
ACC_0369,ACC_0752,TRANSACTED_WITH,2024-08-15T02:01:08Z,1694768.05
PH_0725,PH_1082,CALLED,2025-05-31T04:53:02Z,1729
PH_0484,PH_0331,CALLED,2023-12-31T15:46:24Z,2445
ACC_0250,ACC_1112,TRANSACTED_WITH,2024-07-14T03:55:23Z,1031415.83
PH_0999,PH_1321,CALLED,2025-10-14T12:29:41Z,1108
PH_0754,PH_0590,CALLED,2024-09-19T15:52:41Z,724
PER_0310,LOC_0092,ASSOCIATED_WITH,,
PH_1249,PH_0289,CALLED,2024-06-02T19:46:10Z,1873
PER_0718,PH_0270,OWNS,,
PH_0702,PH_1264,CALLED,2024-01-19T18:14:40Z,2019
PER_0631,LOC_0032,ASSOCIATED_WITH,,
PH_0449,PH_0952,CALLED,2023-04-19T23:24:56Z,1525
PER_0954,ORG_0113,ASSOCIATED_WITH,,
PER_0542,LOC_0070,ASSOCIATED_WITH,,
PER_0662,ORG_0025,ASSOCIATED_WITH,,
PER_0320,PH_1329,OWNS,,
PER_0615,PH_0179,OWNS,,
PER_0568,PH_0435,OWNS,,
PH_0331,PH_1232,CALLED,2025-12-04T20:18:56Z,1649
PH_0513,PH_0367,CALLED,2025-02-26T10:44:31Z,1168
PH_1047,PH_1094,CALLED,2025-11-01T03:00:30Z,3270
PER_0126,LOC_0123,ASSOCIATED_WITH,,
PER_0466,ACC_0261,OWNS,,
PER_0677,ACC_0484,OWNS,,
ACC_0408,ACC_0108,TRANSACTED_WITH,2024-08-31T03:23:23Z,97808.57
ACC_0058,ACC_0530,TRANSACTED_WITH,2026-04-10T20:00:48Z,142205.14
ACC_0140,ACC_0445,TRANSACTED_WITH,2023-08-26T03:57:05Z,821240.24
PER_0925,LOC_0051,ASSOCIATED_WITH,,
PH_0869,PH_0989,CALLED,2025-11-28T23:38:48Z,2628
ACC_0121,ACC_0434,TRANSACTED_WITH,2024-08-01T12:21:30Z,2497379.67
ACC_0089,ACC_0263,TRANSACTED_WITH,2023-04-13T06:02:20Z,933294.87
PER_0801,VEH_0445,OWNS,,
CASE_0118,PER_0163,PARTICIPATED_IN,,
PER_0405,LOC_0089,ASSOCIATED_WITH,,
PER_0034,LOC_0100,ASSOCIATED_WITH,,
PER_0704,PH_0446,OWNS,,
PER_0550,LOC_0023,ASSOCIATED_WITH,,
PER_0046,LOC_0043,ASSOCIATED_WITH,,
ACC_0621,ACC_0452,TRANSACTED_WITH,2023-09-24T06:19:33Z,211555.35
ACC_0457,ACC_0345,TRANSACTED_WITH,2025-02-06T16:14:30Z,2138008.65
PH_0401,PH_0066,CALLED,2024-05-02T19:09:58Z,720
PH_1186,PH_0194,CALLED,2025-03-12T14:11:39Z,2815
PH_0258,PH_0776,CALLED,2025-01-10T15:08:47Z,1382
PH_1167,PH_0218,CALLED,2023-03-13T05:22:28Z,3074
PER_0313,ACC_0735,OWNS,,
ACC_0099,ACC_0901,TRANSACTED_WITH,2025-05-29T05:05:12Z,122265.41
PH_0409,PH_0260,CALLED,2026-02-26T15:26:39Z,1901
ACC_0439,ACC_0626,TRANSACTED_WITH,2026-06-27T15:13:15Z,1706048.73
PH_0161,PH_0900,CALLED,2025-10-11T23:49:04Z,48
CASE_0148,PER_0026,PARTICIPATED_IN,,
PH_0403,PH_1317,CALLED,2024-12-14T03:46:03Z,1145
PER_0801,PH_0100,OWNS,,
PER_0690,PH_1139,OWNS,,
PH_0603,PH_0442,CALLED,2023-04-19T23:34:42Z,2816
PH_0558,PH_0429,CALLED,2026-05-31T04:51:58Z,3415
PH_0181,PH_0572,CALLED,2024-09-25T08:21:12Z,3426
ACC_1199,ACC_0732,TRANSACTED_WITH,2023-01-07T13:32:59Z,1868867.67
PH_0132,PH_0370,CALLED,2025-11-10T16:10:22Z,1119
PER_0244,ORG_0114,ASSOCIATED_WITH,,
PER_0566,PH_0103,OWNS,,
ACC_0311,ACC_0022,TRANSACTED_WITH,2026-07-28T14:02:01Z,700827.54
PER_0964,VEH_0778,OWNS,,
PER_0176,ACC_0485,OWNS,,
PER_0561,PH_0549,OWNS,,
PER_0983,ORG_0047,ASSOCIATED_WITH,,
ACC_0597,ACC_0198,TRANSACTED_WITH,2023-05-23T12:06:39Z,1014789.23
CASE_0150,PER_0152,PARTICIPATED_IN,,
PH_1277,PH_0577,CALLED,2023-06-01T17:21:59Z,2266
PH_0109,PH_0849,CALLED,2024-03-13T01:11:16Z,272
PH_1107,PH_1296,CALLED,2025-08-11T23:47:22Z,1897
CASE_0126,PER_0916,PARTICIPATED_IN,,
PER_0967,LOC_0082,ASSOCIATED_WITH,,
CASE_0084,PER_0652,PARTICIPATED_IN,,
PH_0421,PH_0535,CALLED,2025-07-22T11:12:38Z,1075
PH_0041,PH_1005,CALLED,2025-11-28T08:00:54Z,2329
ACC_0578,ACC_0509,TRANSACTED_WITH,2025-01-26T18:06:54Z,1483390.46
PH_0546,PH_0916,CALLED,2024-02-13T00:05:17Z,875
PH_0461,PH_0288,CALLED,2024-09-25T18:26:31Z,2601
ACC_0580,ACC_0904,TRANSACTED_WITH,2025-04-22T17:22:43Z,575788.22
PH_0630,PH_1286,CALLED,2026-04-11T15:39:50Z,2769
PER_0657,LOC_0002,ASSOCIATED_WITH,,
PER_0379,LOC_0118,ASSOCIATED_WITH,,
PER_0965,ORG_0022,ASSOCIATED_WITH,,
PER_0382,PH_0495,OWNS,,
ACC_1114,ACC_0189,TRANSACTED_WITH,2025-11-16T19:46:52Z,2064486.06
PH_0270,PH_1379,CALLED,2025-07-16T23:40:16Z,1351
PER_0249,LOC_0029,ASSOCIATED_WITH,,
PER_0846,LOC_0056,ASSOCIATED_WITH,,
PH_1154,PH_0992,CALLED,2025-04-25T08:24:23Z,391
PER_0433,LOC_0028,ASSOCIATED_WITH,,
PH_0348,PH_1265,CALLED,2026-01-29T16:17:08Z,461
ACC_0477,ACC_0687,TRANSACTED_WITH,2024-10-13T00:40:01Z,1203977.2
PER_0982,VEH_0586,OWNS,,
PH_0195,PH_1351,CALLED,2024-12-06T01:43:49Z,1707
ACC_0024,ACC_0899,TRANSACTED_WITH,2023-08-22T14:03:53Z,2026307.55
PH_0458,PH_0210,CALLED,2023-10-18T21:01:30Z,1387
ACC_0437,ACC_1049,TRANSACTED_WITH,2026-02-24T00:05:13Z,931445.98
PER_0209,LOC_0114,ASSOCIATED_WITH,,
PH_0590,PH_0158,CALLED,2024-10-23T19:12:19Z,2607
ACC_1012,ACC_1000,TRANSACTED_WITH,2024-01-01T22:08:06Z,607075.5
ACC_0797,ACC_0157,TRANSACTED_WITH,2025-05-02T01:39:47Z,156729.29
ACC_0832,ACC_0291,TRANSACTED_WITH,2024-09-14T17:16:37Z,1919622.0
PER_0133,PH_0971,OWNS,,
PER_0216,PH_0220,OWNS,,
PER_0474,LOC_0032,ASSOCIATED_WITH,,
PER_0525,LOC_0048,ASSOCIATED_WITH,,
PH_0970,PH_0268,CALLED,2026-03-13T11:46:16Z,1711
ACC_1094,ACC_0192,TRANSACTED_WITH,2023-06-08T21:37:24Z,2200850.61
PH_0490,PH_0285,CALLED,2026-06-08T19:52:36Z,1876
ACC_0736,ACC_0315,TRANSACTED_WITH,2023-01-20T07:52:42Z,748727.0
PER_0604,LOC_0102,ASSOCIATED_WITH,,
PER_0854,ACC_0838,OWNS,,
PH_0573,PH_0335,CALLED,2023-10-04T18:26:56Z,2359
PER_0980,LOC_0094,ASSOCIATED_WITH,,
PER_0887,ORG_0048,ASSOCIATED_WITH,,
PH_0905,PH_1366,CALLED,2025-01-23T08:04:34Z,2135
PER_0843,ACC_0559,OWNS,,
ACC_0596,ACC_0046,TRANSACTED_WITH,2025-08-09T11:18:25Z,1991335.74
PER_0334,ACC_0576,OWNS,,
PER_0267,ACC_0644,OWNS,,
ACC_0980,ACC_1116,TRANSACTED_WITH,2023-09-06T14:51:06Z,1703700.07
PER_0029,PH_1175,OWNS,,
PER_0389,PH_0760,OWNS,,
PER_0128,ACC_0501,OWNS,,
PH_0812,PH_1049,CALLED,2025-04-09T05:12:26Z,1343
PH_0434,PH_0346,CALLED,2024-10-31T20:40:08Z,3240
ACC_0406,ACC_0817,TRANSACTED_WITH,2024-08-31T11:28:58Z,2169546.84
PH_0550,PH_0613,CALLED,2026-07-22T09:57:48Z,1105
PER_0842,LOC_0047,ASSOCIATED_WITH,,
PH_0321,PH_0841,CALLED,2025-03-28T11:57:00Z,2725
ACC_1144,ACC_0457,TRANSACTED_WITH,2026-06-17T10:46:54Z,1463881.48
PER_0999,LOC_0148,ASSOCIATED_WITH,,
PH_1238,PH_1195,CALLED,2024-08-30T03:52:16Z,2472
PER_0356,PH_0381,OWNS,,
PER_0249,PH_0031,OWNS,,
PER_0203,PH_0547,OWNS,,
PH_1310,PH_0059,CALLED,2023-04-03T19:06:44Z,1330
PER_0155,ACC_0896,OWNS,,
PER_0856,ACC_0501,OWNS,,
CASE_0185,PER_0249,PARTICIPATED_IN,,
PER_0939,PH_1162,OWNS,,
PER_0314,LOC_0030,ASSOCIATED_WITH,,
ACC_0398,ACC_0703,TRANSACTED_WITH,2026-05-07T08:53:41Z,1882404.03
ACC_0272,ACC_0146,TRANSACTED_WITH,2023-05-18T11:49:16Z,1019465.16
ACC_0163,ACC_0554,TRANSACTED_WITH,2023-09-13T21:43:59Z,2259854.66
PH_1188,PH_1114,CALLED,2023-02-09T23:04:52Z,2745
ACC_1038,ACC_0730,TRANSACTED_WITH,2023-02-01T10:54:15Z,589803.17
CASE_0198,PER_0244,PARTICIPATED_IN,,
ACC_0610,ACC_0636,TRANSACTED_WITH,2023-09-07T18:38:32Z,1699710.27
PER_0777,PH_1108,OWNS,,
ACC_0466,ACC_0959,TRANSACTED_WITH,2024-07-24T21:19:19Z,1857830.8
PER_0790,PH_1312,OWNS,,
PER_0294,PH_1227,OWNS,,
PER_0950,LOC_0100,ASSOCIATED_WITH,,
ACC_0184,ACC_0900,TRANSACTED_WITH,2026-07-17T19:50:39Z,2414870.98
PH_0159,PH_0428,CALLED,2025-03-25T08:16:11Z,1566
ACC_0407,ACC_1123,TRANSACTED_WITH,2025-07-13T14:31:50Z,1047118.44
ACC_0539,ACC_1054,TRANSACTED_WITH,2023-06-25T05:39:20Z,1075338.91
PH_0044,PH_1073,CALLED,2023-04-09T08:26:59Z,810
ACC_0378,ACC_0111,TRANSACTED_WITH,2023-04-10T04:10:25Z,288300.92
ACC_0099,ACC_0198,TRANSACTED_WITH,2025-01-02T19:19:35Z,865995.31
PH_1134,PH_0186,CALLED,2026-01-18T07:41:05Z,2422
ACC_0552,ACC_0112,TRANSACTED_WITH,2025-07-14T17:43:14Z,903035.66
PH_1162,PH_0091,CALLED,2025-07-03T19:27:30Z,2117
ACC_0820,ACC_1154,TRANSACTED_WITH,2026-07-03T09:32:08Z,1285503.8
ACC_0103,ACC_1163,TRANSACTED_WITH,2025-06-18T10:22:47Z,2167366.21
ACC_0146,ACC_0121,TRANSACTED_WITH,2025-12-11T16:19:23Z,1479597.26
PER_0297,LOC_0109,ASSOCIATED_WITH,,
PER_0197,ACC_0925,OWNS,,
PH_0187,PH_0817,CALLED,2024-06-21T07:02:27Z,596
PER_0620,LOC_0147,ASSOCIATED_WITH,,
PER_0313,ORG_0051,ASSOCIATED_WITH,,
PH_0848,PH_0255,CALLED,2023-04-12T13:31:33Z,450
PH_0074,PH_0039,CALLED,2024-06-30T00:44:17Z,2456
PH_0964,PH_1096,CALLED,2024-04-04T20:45:00Z,1657
PH_0289,PH_0466,CALLED,2025-10-03T17:05:52Z,1911
PER_0989,PH_1362,OWNS,,
ACC_0404,ACC_0679,TRANSACTED_WITH,2023-04-22T14:16:54Z,414039.42
PH_1134,PH_1306,CALLED,2025-09-17T16:30:44Z,58
PER_0905,LOC_0088,ASSOCIATED_WITH,,
CASE_0128,PER_0089,PARTICIPATED_IN,,
PER_0885,LOC_0120,ASSOCIATED_WITH,,
PH_0241,PH_0660,CALLED,2025-10-02T08:43:05Z,1516
PER_0169,ORG_0097,ASSOCIATED_WITH,,
PER_0041,LOC_0002,ASSOCIATED_WITH,,
CASE_0041,PER_0360,PARTICIPATED_IN,,
PER_0242,PH_1044,OWNS,,
PH_0128,PH_0559,CALLED,2024-01-08T19:43:32Z,2099
CASE_0023,PER_0214,PARTICIPATED_IN,,
PH_0049,PH_1159,CALLED,2025-12-25T14:10:03Z,627
PER_0567,LOC_0060,ASSOCIATED_WITH,,
PH_0420,PH_0757,CALLED,2023-11-06T04:13:09Z,2326
PER_0590,ACC_0705,OWNS,,
PH_0868,PH_1080,CALLED,2024-08-06T22:33:07Z,999
PH_1030,PH_1328,CALLED,2023-06-25T15:41:13Z,266
PER_0131,LOC_0102,ASSOCIATED_WITH,,
ACC_0622,ACC_0792,TRANSACTED_WITH,2025-10-08T19:30:13Z,873123.46
PER_0064,LOC_0007,ASSOCIATED_WITH,,
ACC_0397,ACC_0107,TRANSACTED_WITH,2025-12-13T12:55:27Z,1718694.86
PER_0910,ORG_0093,ASSOCIATED_WITH,,
PER_0294,LOC_0059,ASSOCIATED_WITH,,
PER_0754,ACC_0464,OWNS,,
PH_0965,PH_0356,CALLED,2024-06-16T23:58:03Z,2492
PER_0824,ORG_0076,ASSOCIATED_WITH,,
PER_0808,PH_0023,OWNS,,
PH_0350,PH_0589,CALLED,2024-01-08T14:33:12Z,96
PH_0336,PH_0414,CALLED,2023-09-20T21:43:44Z,1190
PER_0296,PH_1132,OWNS,,
PH_1149,PH_1234,CALLED,2025-05-23T17:49:19Z,1775
PER_0454,PH_0155,OWNS,,
PH_0804,PH_1066,CALLED,2024-10-23T05:42:00Z,2225
PER_0285,LOC_0121,ASSOCIATED_WITH,,
PER_0202,LOC_0146,ASSOCIATED_WITH,,
ACC_0397,ACC_0878,TRANSACTED_WITH,2026-05-18T15:37:58Z,1882960.23
ACC_0038,ACC_0039,TRANSACTED_WITH,2025-11-21T10:39:47Z,460497.28
PH_1100,PH_0169,CALLED,2023-01-01T04:29:05Z,165
PER_0966,LOC_0105,ASSOCIATED_WITH,,
PH_0154,PH_0612,CALLED,2025-02-13T07:50:59Z,1497
PH_0905,PH_1254,CALLED,2023-12-26T08:20:23Z,2915
ACC_0209,ACC_0481,TRANSACTED_WITH,2025-01-02T17:17:31Z,1475312.58
PH_0218,PH_0461,CALLED,2023-11-06T14:14:33Z,2385
PER_0142,LOC_0102,ASSOCIATED_WITH,,
ACC_0311,ACC_0095,TRANSACTED_WITH,2024-07-13T03:52:24Z,1025954.79
PH_0748,PH_0947,CALLED,2026-01-18T18:36:20Z,1764
ACC_0646,ACC_0088,TRANSACTED_WITH,2025-02-19T03:42:01Z,2092419.79
PER_0789,ACC_0590,OWNS,,
PER_0713,PH_0064,OWNS,,
PER_0224,PH_0061,OWNS,,
ACC_0719,ACC_0699,TRANSACTED_WITH,2024-07-27T23:32:18Z,2344052.11
ACC_0792,ACC_0509,TRANSACTED_WITH,2024-11-17T14:12:54Z,969949.38
PER_0286,ACC_1010,OWNS,,
PER_0007,LOC_0135,ASSOCIATED_WITH,,
PH_0787,PH_0723,CALLED,2023-10-02T18:40:01Z,2795
PH_0188,PH_0825,CALLED,2024-08-21T03:58:53Z,1279
ACC_0435,ACC_0613,TRANSACTED_WITH,2025-03-23T22:49:26Z,753742.65
CASE_0028,PER_0032,PARTICIPATED_IN,,
PH_0563,PH_0836,CALLED,2026-02-16T04:12:31Z,2004
PH_0416,PH_0736,CALLED,2025-04-12T07:22:55Z,2869
CASE_0240,PER_0001,PARTICIPATED_IN,,
ACC_0661,ACC_0511,TRANSACTED_WITH,2024-08-06T04:55:31Z,1831679.2
PH_0063,PH_1366,CALLED,2023-11-02T23:35:30Z,859
CASE_0174,PER_0619,PARTICIPATED_IN,,
ACC_0315,ACC_1146,TRANSACTED_WITH,2024-06-22T05:58:30Z,141079.72
ACC_0371,ACC_0797,TRANSACTED_WITH,2023-03-13T07:49:20Z,863237.13
ACC_1142,ACC_1117,TRANSACTED_WITH,2025-06-02T21:23:52Z,259175.17
PH_0350,PH_0360,CALLED,2023-12-19T02:35:31Z,3158
PH_0720,PH_0119,CALLED,2023-12-05T13:21:08Z,3156
PH_0168,PH_0907,CALLED,2023-08-02T20:54:50Z,3179
PER_0315,LOC_0137,ASSOCIATED_WITH,,
PH_0896,PH_0706,CALLED,2025-04-02T18:59:18Z,1392
PER_0346,LOC_0018,ASSOCIATED_WITH,,
PH_0112,PH_0623,CALLED,2024-12-22T19:13:35Z,1983
PER_0656,ACC_0206,OWNS,,
ACC_0475,ACC_0728,TRANSACTED_WITH,2023-04-22T14:45:06Z,721915.41
PH_0895,PH_0183,CALLED,2023-12-25T18:43:58Z,2658
ACC_1034,ACC_0966,TRANSACTED_WITH,2025-03-06T23:01:30Z,311449.73
PH_1156,PH_1345,CALLED,2024-03-24T21:43:20Z,295
PER_0759,ACC_0379,OWNS,,
PH_1347,PH_0807,CALLED,2023-06-18T23:50:00Z,1633
ACC_0765,ACC_0504,TRANSACTED_WITH,2025-08-17T14:51:40Z,2106096.7
PH_0573,PH_0172,CALLED,2023-10-22T10:24:15Z,2552
PER_0758,ORG_0046,ASSOCIATED_WITH,,
ACC_0451,ACC_1175,TRANSACTED_WITH,2025-05-08T05:12:16Z,577195.18
PER_0378,PH_0923,OWNS,,
PER_0975,LOC_0090,ASSOCIATED_WITH,,
PER_0922,ACC_0784,OWNS,,
PH_0077,PH_0566,CALLED,2025-03-10T13:36:35Z,3362
PER_0338,ACC_0954,OWNS,,
PER_0553,PH_0524,OWNS,,
PH_0885,PH_1017,CALLED,2023-05-17T15:19:29Z,853
ACC_0131,ACC_0072,TRANSACTED_WITH,2025-06-08T15:18:30Z,1089720.21
ACC_0148,ACC_0084,TRANSACTED_WITH,2024-12-02T01:56:26Z,595927.0
PH_0851,PH_0351,CALLED,2023-11-17T12:03:45Z,3513
PH_0458,PH_0119,CALLED,2026-04-22T04:09:51Z,2283
ACC_0410,ACC_0697,TRANSACTED_WITH,2026-01-21T02:48:39Z,563780.6
PER_0924,ORG_0105,ASSOCIATED_WITH,,
ACC_0258,ACC_1006,TRANSACTED_WITH,2024-01-14T23:40:06Z,1181365.56
PER_0953,LOC_0063,ASSOCIATED_WITH,,
PER_0830,PH_0253,OWNS,,
ACC_0227,ACC_0220,TRANSACTED_WITH,2024-09-17T01:42:03Z,1032210.74
PH_0969,PH_1183,CALLED,2023-12-28T21:10:47Z,328
PH_0668,PH_1269,CALLED,2023-02-01T22:09:06Z,3045
PER_0441,ORG_0019,ASSOCIATED_WITH,,
PH_0451,PH_0710,CALLED,2023-10-12T04:53:35Z,1819
PH_0655,PH_0100,CALLED,2024-01-30T18:01:20Z,21
PER_0883,LOC_0091,ASSOCIATED_WITH,,
PER_0056,ACC_0045,OWNS,,
PER_0062,LOC_0145,ASSOCIATED_WITH,,
PH_1255,PH_1196,CALLED,2026-02-17T09:13:17Z,2127
PER_0410,LOC_0082,ASSOCIATED_WITH,,
CASE_0212,PER_0169,PARTICIPATED_IN,,
ACC_0558,ACC_0331,TRANSACTED_WITH,2024-01-06T00:19:56Z,1259683.4
CASE_0171,PER_0691,PARTICIPATED_IN,,
CASE_0243,PER_0494,PARTICIPATED_IN,,
PH_0496,PH_0544,CALLED,2024-08-22T12:06:20Z,2209
PER_0266,PH_1202,OWNS,,
PER_0794,PH_0500,OWNS,,
ACC_1147,ACC_1069,TRANSACTED_WITH,2024-09-23T08:52:53Z,347254.62
PH_0924,PH_0054,CALLED,2024-11-06T09:57:08Z,1873
ACC_1092,ACC_1031,TRANSACTED_WITH,2023-12-24T00:40:54Z,2197987.69
PER_0937,VEH_0732,OWNS,,
CASE_0056,PER_0584,PARTICIPATED_IN,,
CASE_0222,PER_0589,PARTICIPATED_IN,,
ACC_0764,ACC_1140,TRANSACTED_WITH,2026-05-16T16:05:27Z,1633180.88
ACC_0671,ACC_0113,TRANSACTED_WITH,2025-05-27T07:21:34Z,2079701.12
PER_0991,LOC_0087,ASSOCIATED_WITH,,
PH_0780,PH_0472,CALLED,2026-06-06T17:02:46Z,806
PER_0324,ACC_0454,OWNS,,
PER_0897,VEH_0077,OWNS,,
PER_0550,ACC_0306,OWNS,,
ACC_1111,ACC_1161,TRANSACTED_WITH,2024-08-05T01:56:38Z,1164074.74
PER_0960,ACC_0631,OWNS,,
PH_0057,PH_0925,CALLED,2023-10-31T09:32:09Z,2503
PER_0194,VEH_0742,OWNS,,
PER_0900,ORG_0076,ASSOCIATED_WITH,,
PER_0825,ACC_0453,OWNS,,
PER_0778,LOC_0094,ASSOCIATED_WITH,,
ACC_0943,ACC_0817,TRANSACTED_WITH,2024-01-16T02:36:40Z,380169.82
PER_0335,PH_0243,OWNS,,
PH_1267,PH_1158,CALLED,2024-08-31T13:32:51Z,415
PH_1238,PH_0277,CALLED,2025-01-05T04:48:55Z,1495
ACC_0470,ACC_0612,TRANSACTED_WITH,2023-04-09T19:18:55Z,2147988.73
PER_0412,LOC_0068,ASSOCIATED_WITH,,
PH_0461,PH_0808,CALLED,2024-04-06T06:50:29Z,1106
ACC_0276,ACC_1030,TRANSACTED_WITH,2026-04-28T21:58:07Z,2192740.65
PH_0779,PH_0349,CALLED,2023-03-17T04:21:30Z,2220
PH_1070,PH_1363,CALLED,2026-07-04T06:19:34Z,2647
PER_0124,LOC_0126,ASSOCIATED_WITH,,
PH_0495,PH_0628,CALLED,2025-09-02T06:23:23Z,2257
PH_1132,PH_0612,CALLED,2023-06-08T09:46:45Z,1610
ACC_0037,ACC_1045,TRANSACTED_WITH,2024-09-24T06:34:19Z,387362.63
PH_0461,PH_0057,CALLED,2026-05-05T19:18:48Z,2981
PH_0741,PH_0198,CALLED,2023-05-13T13:52:19Z,2891
ACC_1146,ACC_0882,TRANSACTED_WITH,2025-07-07T05:49:18Z,852030.18
CASE_0197,PER_0272,PARTICIPATED_IN,,
ACC_0564,ACC_0130,TRANSACTED_WITH,2023-06-22T12:27:16Z,2178213.56
PER_0532,LOC_0079,ASSOCIATED_WITH,,
ACC_0108,ACC_0923,TRANSACTED_WITH,2024-07-15T03:04:08Z,507694.74
ACC_1004,ACC_0252,TRANSACTED_WITH,2026-06-19T10:23:44Z,1183188.31
PH_1292,PH_0526,CALLED,2023-07-15T05:48:03Z,199
ACC_0598,ACC_1146,TRANSACTED_WITH,2024-11-22T21:55:53Z,867155.84
CASE_0172,PER_0051,PARTICIPATED_IN,,
PER_0163,LOC_0001,ASSOCIATED_WITH,,
PH_1346,PH_0394,CALLED,2023-02-14T17:35:08Z,3254
PH_0258,PH_1391,CALLED,2023-06-17T09:36:23Z,1839
PH_0060,PH_1115,CALLED,2026-04-05T23:35:33Z,221
PER_0110,PH_1077,OWNS,,
PER_0879,LOC_0056,ASSOCIATED_WITH,,
ACC_0077,ACC_0683,TRANSACTED_WITH,2023-02-13T16:56:57Z,1532404.29
ACC_0468,ACC_1044,TRANSACTED_WITH,2024-10-28T17:52:51Z,2138197.86
PER_0033,PH_0207,OWNS,,
PER_0719,ACC_0182,OWNS,,
PER_0561,LOC_0010,ASSOCIATED_WITH,,
PH_0930,PH_1146,CALLED,2026-02-07T08:42:51Z,1927
PH_0602,PH_1280,CALLED,2023-05-03T07:29:29Z,2310
PER_0792,PH_0593,OWNS,,
ACC_0406,ACC_0261,TRANSACTED_WITH,2025-05-30T01:07:56Z,2350898.75
PH_0698,PH_0178,CALLED,2025-01-15T21:03:19Z,3145
PH_1113,PH_0474,CALLED,2024-09-09T02:39:37Z,629
